Date,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2023-01-01 00:15:00+00:00,7.7,85.0,5.3,5.5,0.0,0.0,0.0,992.7,7.0,6.7,144.0,2.6,0.357,0.0
2023-01-01 00:35:00+00:00,7.7,85.0,5.3,5.5,0.0,0.0,0.0,992.7,7.0,6.7,144.0,2.6,0.357,0.0
2023-01-01 01:15:00+00:00,7.8,84.0,5.2,5.7,0.0,0.0,0.0,992.8,4.0,6.4,133.0,2.1,0.356,0.0
2023-01-01 01:35:00+00:00,7.8,84.0,5.2,5.7,0.0,0.0,0.0,992.8,4.0,6.4,133.0,2.1,0.356,0.0
2023-01-01 02:15:00+00:00,4.8,92.0,3.6,1.9,0.0,0.0,0.0,992.5,10.0,9.2,141.0,1.8,0.356,0.0
2023-01-01 02:35:00+00:00,4.8,92.0,3.6,1.9,0.0,0.0,0.0,992.5,10.0,9.2,141.0,1.8,0.356,0.0
2023-01-01 03:15:00+00:00,4.0,95.0,3.2,0.9,0.0,0.0,0.0,991.9,27.0,10.5,142.0,1.5,0.356,0.0
2023-01-01 03:35:00+00:00,4.0,95.0,3.2,0.9,0.0,0.0,0.0,991.9,27.0,10.5,142.0,1.5,0.356,0.0
2023-01-01 04:15:00+00:00,4.3,94.0,3.4,1.4,0.0,0.0,0.0,992.0,25.0,8.9,137.0,1.2,0.356,0.0
2023-01-01 04:35:00+00:00,4.3,94.0,3.4,1.4,0.0,0.0,0.0,992.0,25.0,8.9,137.0,1.2,0.356,0.0
2023-01-01 05:15:00+00:00,2.8,96.0,2.3,-0.7,0.0,0.0,0.0,991.8,29.0,12.2,152.0,1.1,0.356,0.0
2023-01-01 05:35:00+00:00,2.8,96.0,2.3,-0.7,0.0,0.0,0.0,991.8,29.0,12.2,152.0,1.1,0.356,0.0
2023-01-01 06:15:00+00:00,3.3,96.0,2.7,-0.2,0.0,0.0,0.0,992.0,30.0,12.1,157.0,1.2,0.356,0.0
2023-01-01 06:35:00+00:00,3.3,96.0,2.7,-0.2,0.0,0.0,0.0,992.0,30.0,12.1,157.0,1.2,0.356,0.0
2023-01-01 07:15:00+00:00,5.9,92.0,4.7,3.4,0.0,0.0,0.0,992.2,30.0,8.0,162.0,1.6,0.356,1.0
2023-01-01 07:35:00+00:00,5.9,92.0,4.7,3.4,0.0,0.0,0.0,992.2,30.0,8.0,162.0,1.6,0.356,1.0
2023-01-01 08:15:00+00:00,7.7,89.0,6.0,5.5,0.0,0.0,0.0,992.6,25.0,7.9,156.0,2.5,0.356,1.0
2023-01-01 08:35:00+00:00,7.7,89.0,6.0,5.5,0.0,0.0,0.0,992.6,25.0,7.9,156.0,2.5,0.356,1.0
2023-01-01 09:15:00+00:00,10.5,81.0,7.4,8.8,0.0,0.0,0.0,993.1,11.0,6.6,171.0,4.2,0.356,1.0
2023-01-01 09:35:00+00:00,10.5,81.0,7.4,8.8,0.0,0.0,0.0,993.1,11.0,6.6,171.0,4.2,0.356,1.0
2023-01-01 10:15:00+00:00,13.0,74.0,8.4,11.5,0.0,0.0,0.0,993.4,29.0,7.3,160.0,6.2,0.356,1.0
2023-01-01 10:35:00+00:00,13.0,74.0,8.4,11.5,0.0,0.0,0.0,993.4,29.0,7.3,160.0,6.2,0.356,1.0
2023-01-01 11:15:00+00:00,14.0,69.0,8.5,12.3,0.0,0.0,0.0,992.9,10.0,8.8,161.0,7.6,0.355,1.0
2023-01-01 11:35:00+00:00,14.0,69.0,8.5,12.3,0.0,0.0,0.0,992.9,10.0,8.8,161.0,7.6,0.355,1.0
2023-01-01 12:15:00+00:00,15.6,68.0,9.7,15.1,0.0,0.0,0.0,993.0,0.0,2.6,124.0,9.8,0.357,1.0
2023-01-01 12:35:00+00:00,15.6,68.0,9.7,15.1,0.0,0.0,0.0,993.0,0.0,2.6,124.0,9.8,0.357,1.0
2023-01-01 13:15:00+00:00,15.8,70.0,10.2,15.5,0.0,0.0,0.0,992.9,4.0,2.6,146.0,10.2,0.356,1.0
2023-01-01 13:35:00+00:00,15.8,70.0,10.2,15.5,0.0,0.0,0.0,992.9,4.0,2.6,146.0,10.2,0.356,1.0
2023-01-01 14:15:00+00:00,15.5,66.0,9.1,15.0,0.0,0.0,0.0,993.2,4.0,1.8,90.0,10.0,0.356,1.0
2023-01-01 14:35:00+00:00,15.5,66.0,9.1,15.0,0.0,0.0,0.0,993.2,4.0,1.8,90.0,10.0,0.356,1.0
2023-01-01 15:15:00+00:00,14.2,70.0,8.8,13.2,0.0,0.0,0.0,993.5,0.0,4.4,145.0,8.7,0.356,1.0
2023-01-01 15:35:00+00:00,14.2,70.0,8.8,13.2,0.0,0.0,0.0,993.5,0.0,4.4,145.0,8.7,0.356,1.0
2023-01-01 16:15:00+00:00,11.7,78.0,8.0,10.5,0.0,0.0,0.0,993.8,0.0,4.8,193.0,7.1,0.356,0.0
2023-01-01 16:35:00+00:00,11.7,78.0,8.0,10.5,0.0,0.0,0.0,993.8,0.0,4.8,193.0,7.1,0.356,0.0
2023-01-01 17:15:00+00:00,8.2,89.0,6.4,6.7,0.0,0.0,0.0,993.8,20.0,3.5,246.0,5.8,0.356,0.0
2023-01-01 17:35:00+00:00,8.2,89.0,6.4,6.7,0.0,0.0,0.0,993.8,20.0,3.5,246.0,5.8,0.356,0.0
2023-01-01 18:15:00+00:00,4.9,97.0,4.5,3.1,0.0,0.0,0.0,993.9,29.0,3.4,252.0,4.9,0.356,0.0
2023-01-01 18:35:00+00:00,4.9,97.0,4.5,3.1,0.0,0.0,0.0,993.9,29.0,3.4,252.0,4.9,0.356,0.0
2023-01-01 19:15:00+00:00,4.9,100.0,4.8,3.0,0.0,0.0,0.0,993.9,25.0,4.2,250.0,4.1,0.356,0.0
2023-01-01 19:35:00+00:00,4.9,100.0,4.8,3.0,0.0,0.0,0.0,993.9,25.0,4.2,250.0,4.1,0.356,0.0
2023-01-01 20:15:00+00:00,5.5,98.0,5.2,3.7,0.0,0.0,0.0,993.9,20.0,4.2,250.0,3.5,0.356,0.0
2023-01-01 20:35:00+00:00,5.5,98.0,5.2,3.7,0.0,0.0,0.0,993.9,20.0,4.2,250.0,3.5,0.356,0.0
2023-01-01 21:15:00+00:00,5.7,95.0,5.0,3.9,0.0,0.0,0.0,993.9,22.0,3.7,299.0,3.0,0.356,0.0
2023-01-01 21:35:00+00:00,5.7,95.0,5.0,3.9,0.0,0.0,0.0,993.9,22.0,3.7,299.0,3.0,0.356,0.0
2023-01-01 22:15:00+00:00,5.2,96.0,4.6,3.4,0.0,0.0,0.0,993.7,22.0,3.3,311.0,2.6,0.356,0.0
2023-01-01 22:35:00+00:00,5.2,96.0,4.6,3.4,0.0,0.0,0.0,993.7,22.0,3.3,311.0,2.6,0.356,0.0
2023-01-01 23:15:00+00:00,4.3,98.0,4.0,2.3,0.0,0.0,0.0,993.2,28.0,4.2,211.0,2.2,0.356,0.0
2023-01-01 23:35:00+00:00,4.3,98.0,4.0,2.3,0.0,0.0,0.0,993.2,28.0,4.2,211.0,2.2,0.356,0.0
2023-01-02 00:15:00+00:00,3.4,98.0,3.1,1.2,0.0,0.0,0.0,993.3,100.0,3.9,158.0,0.6,0.355,0.0
2023-01-02 00:35:00+00:00,3.4,98.0,3.1,1.2,0.0,0.0,0.0,993.3,100.0,3.9,158.0,0.6,0.355,0.0
2023-01-02 01:15:00+00:00,3.3,98.0,3.0,1.4,0.0,0.0,0.0,992.7,100.0,2.3,51.0,0.6,0.355,0.0
2023-01-02 01:35:00+00:00,3.3,98.0,3.0,1.4,0.0,0.0,0.0,992.7,100.0,2.3,51.0,0.6,0.355,0.0
2023-01-02 02:15:00+00:00,3.7,95.0,3.0,1.4,0.0,0.0,0.0,992.6,100.0,4.8,167.0,0.7,0.355,0.0
2023-01-02 02:35:00+00:00,3.7,95.0,3.0,1.4,0.0,0.0,0.0,992.6,100.0,4.8,167.0,0.7,0.355,0.0
2023-01-02 03:15:00+00:00,3.7,96.0,3.1,0.9,0.0,0.0,0.0,992.1,99.0,8.1,193.0,0.9,0.355,0.0
2023-01-02 03:35:00+00:00,3.7,96.0,3.1,0.9,0.0,0.0,0.0,992.1,99.0,8.1,193.0,0.9,0.355,0.0
2023-01-02 04:15:00+00:00,2.1,100.0,2.1,-1.1,0.0,0.0,0.0,991.6,75.0,9.9,213.0,1.0,0.355,0.0
2023-01-02 04:35:00+00:00,2.1,100.0,2.1,-1.1,0.0,0.0,0.0,991.6,75.0,9.9,213.0,1.0,0.355,0.0
2023-01-02 05:15:00+00:00,3.3,100.0,3.2,0.5,0.0,0.0,0.0,991.5,47.0,8.0,198.0,1.2,0.355,0.0
2023-01-02 05:35:00+00:00,3.3,100.0,3.2,0.5,0.0,0.0,0.0,991.5,47.0,8.0,198.0,1.2,0.355,0.0
2023-01-02 06:15:00+00:00,4.4,96.0,3.9,1.6,0.0,0.0,0.0,991.5,30.0,9.3,196.0,1.7,0.355,0.0
2023-01-02 06:35:00+00:00,4.4,96.0,3.9,1.6,0.0,0.0,0.0,991.5,30.0,9.3,196.0,1.7,0.355,0.0
2023-01-02 07:15:00+00:00,4.9,94.0,4.0,2.1,0.0,0.0,0.0,991.4,30.0,8.8,192.0,2.0,0.355,1.0
2023-01-02 07:35:00+00:00,4.9,94.0,4.0,2.1,0.0,0.0,0.0,991.4,30.0,8.8,192.0,2.0,0.355,1.0
2023-01-02 08:15:00+00:00,7.0,90.0,5.5,4.6,0.0,0.0,0.0,991.7,31.0,8.7,185.0,2.8,0.355,1.0
2023-01-02 08:35:00+00:00,7.0,90.0,5.5,4.6,0.0,0.0,0.0,991.7,31.0,8.7,185.0,2.8,0.355,1.0
2023-01-02 09:15:00+00:00,9.7,85.0,7.3,7.4,0.0,0.0,0.0,992.0,17.0,11.2,176.0,4.4,0.355,1.0
2023-01-02 09:35:00+00:00,9.7,85.0,7.3,7.4,0.0,0.0,0.0,992.0,17.0,11.2,176.0,4.4,0.355,1.0
2023-01-02 10:15:00+00:00,11.7,79.0,8.2,9.6,0.0,0.0,0.0,992.0,16.0,11.5,176.0,6.0,0.355,1.0
2023-01-02 10:35:00+00:00,11.7,79.0,8.2,9.6,0.0,0.0,0.0,992.0,16.0,11.5,176.0,6.0,0.355,1.0
2023-01-02 11:15:00+00:00,12.8,73.0,8.2,10.6,0.0,0.0,0.0,991.6,15.0,11.9,180.0,7.3,0.354,1.0
2023-01-02 11:35:00+00:00,12.8,73.0,8.2,10.6,0.0,0.0,0.0,991.6,15.0,11.9,180.0,7.3,0.354,1.0
2023-01-02 12:15:00+00:00,14.5,66.0,8.3,12.6,0.0,0.0,0.0,990.9,24.0,9.5,171.0,9.2,0.357,1.0
2023-01-02 12:35:00+00:00,14.5,66.0,8.3,12.6,0.0,0.0,0.0,990.9,24.0,9.5,171.0,9.2,0.357,1.0
2023-01-02 13:15:00+00:00,14.1,67.0,8.1,11.8,0.0,0.0,0.0,990.3,2.0,12.2,180.0,9.4,0.356,1.0
2023-01-02 13:35:00+00:00,14.1,67.0,8.1,11.8,0.0,0.0,0.0,990.3,2.0,12.2,180.0,9.4,0.356,1.0
2023-01-02 14:15:00+00:00,12.9,71.0,7.8,10.6,0.0,0.0,0.0,990.1,1.0,11.6,173.0,9.1,0.356,1.0
2023-01-02 14:35:00+00:00,12.9,71.0,7.8,10.6,0.0,0.0,0.0,990.1,1.0,11.6,173.0,9.1,0.356,1.0
2023-01-02 15:15:00+00:00,10.8,77.0,6.9,8.5,0.0,0.0,0.0,990.3,1.0,10.1,163.0,8.4,0.356,1.0
2023-01-02 15:35:00+00:00,10.8,77.0,6.9,8.5,0.0,0.0,0.0,990.3,1.0,10.1,163.0,8.4,0.356,1.0
2023-01-02 16:15:00+00:00,8.8,83.0,6.1,6.4,0.0,0.0,0.0,990.4,4.0,9.3,164.0,7.3,0.356,0.0
2023-01-02 16:35:00+00:00,8.8,83.0,6.1,6.4,0.0,0.0,0.0,990.4,4.0,9.3,164.0,7.3,0.356,0.0
2023-01-02 17:15:00+00:00,7.4,87.0,5.4,5.3,0.0,0.0,0.0,990.6,8.0,6.6,151.0,6.3,0.356,0.0
2023-01-02 17:35:00+00:00,7.4,87.0,5.4,5.3,0.0,0.0,0.0,990.6,8.0,6.6,151.0,6.3,0.356,0.0
2023-01-02 18:15:00+00:00,4.4,94.0,3.6,1.5,0.0,0.0,0.0,990.6,30.0,9.7,141.0,5.2,0.355,0.0
2023-01-02 18:35:00+00:00,4.4,94.0,3.6,1.5,0.0,0.0,0.0,990.6,30.0,9.7,141.0,5.2,0.355,0.0
2023-01-02 19:15:00+00:00,4.9,93.0,3.8,2.3,0.0,0.0,0.0,991.0,30.0,7.7,152.0,4.6,0.355,0.0
2023-01-02 19:35:00+00:00,4.9,93.0,3.8,2.3,0.0,0.0,0.0,991.0,30.0,7.7,152.0,4.6,0.355,0.0
2023-01-02 20:15:00+00:00,5.4,90.0,3.8,2.9,0.0,0.0,0.0,991.7,30.0,7.1,131.0,3.9,0.355,0.0
2023-01-02 20:35:00+00:00,5.4,90.0,3.8,2.9,0.0,0.0,0.0,991.7,30.0,7.1,131.0,3.9,0.355,0.0
2023-01-02 21:15:00+00:00,4.6,91.0,3.3,2.0,0.0,0.0,0.0,992.1,30.0,6.6,131.0,3.3,0.355,0.0
2023-01-02 21:35:00+00:00,4.6,91.0,3.3,2.0,0.0,0.0,0.0,992.1,30.0,6.6,131.0,3.3,0.355,0.0
2023-01-02 22:15:00+00:00,4.9,92.0,3.6,2.6,0.0,0.0,0.0,992.7,30.0,5.2,102.0,2.9,0.355,0.0
2023-01-02 22:35:00+00:00,4.9,92.0,3.6,2.6,0.0,0.0,0.0,992.7,30.0,5.2,102.0,2.9,0.355,0.0
2023-01-02 23:15:00+00:00,5.6,94.0,4.7,3.8,0.0,0.0,0.0,993.4,28.0,3.4,72.0,2.5,0.355,0.0
2023-01-02 23:35:00+00:00,5.6,94.0,4.7,3.8,0.0,0.0,0.0,993.4,28.0,3.4,72.0,2.5,0.355,0.0
2023-01-03 00:15:00+00:00,1.9,97.0,1.5,-1.3,0.0,0.0,0.0,993.4,15.0,8.9,27.0,2.8,0.351,0.0
2023-01-03 00:35:00+00:00,1.9,97.0,1.5,-1.3,0.0,0.0,0.0,993.4,15.0,8.9,27.0,2.8,0.351,0.0
2023-01-03 01:15:00+00:00,3.1,93.0,2.1,0.7,0.0,0.0,0.0,993.8,11.0,4.6,315.0,2.3,0.351,0.0
2023-01-03 01:35:00+00:00,3.1,93.0,2.1,0.7,0.0,0.0,0.0,993.8,11.0,4.6,315.0,2.3,0.351,0.0
2023-01-03 02:15:00+00:00,4.1,90.0,2.6,1.8,0.0,0.0,0.0,994.4,0.0,4.5,14.0,1.9,0.351,0.0
2023-01-03 02:35:00+00:00,4.1,90.0,2.6,1.8,0.0,0.0,0.0,994.4,0.0,4.5,14.0,1.9,0.351,0.0
2023-01-03 03:15:00+00:00,4.0,89.0,2.4,2.0,0.0,0.0,0.0,994.9,10.0,2.2,90.0,1.5,0.351,0.0
2023-01-03 03:35:00+00:00,4.0,89.0,2.4,2.0,0.0,0.0,0.0,994.9,10.0,2.2,90.0,1.5,0.351,0.0
2023-01-03 04:15:00+00:00,3.4,90.0,1.9,1.1,0.0,0.0,0.0,995.1,38.0,3.1,36.0,1.2,0.351,0.0
2023-01-03 04:35:00+00:00,3.4,90.0,1.9,1.1,0.0,0.0,0.0,995.1,38.0,3.1,36.0,1.2,0.351,0.0
2023-01-03 05:15:00+00:00,2.5,94.0,1.6,0.5,0.0,0.0,0.0,995.2,45.0,1.1,360.0,1.0,0.351,0.0
2023-01-03 05:35:00+00:00,2.5,94.0,1.6,0.5,0.0,0.0,0.0,995.2,45.0,1.1,360.0,1.0,0.351,0.0
2023-01-03 06:15:00+00:00,1.5,96.0,0.9,-1.1,0.0,0.0,0.0,995.7,50.0,4.3,275.0,0.9,0.351,0.0
2023-01-03 06:35:00+00:00,1.5,96.0,0.9,-1.1,0.0,0.0,0.0,995.7,50.0,4.3,275.0,0.9,0.351,0.0
2023-01-03 07:15:00+00:00,1.5,96.0,1.0,-1.1,0.0,0.0,0.0,996.3,55.0,4.1,345.0,1.0,0.351,1.0
2023-01-03 07:35:00+00:00,1.5,96.0,1.0,-1.1,0.0,0.0,0.0,996.3,55.0,4.1,345.0,1.0,0.351,1.0
2023-01-03 08:15:00+00:00,2.8,93.0,1.8,0.9,0.0,0.0,0.0,997.0,55.0,0.7,270.0,1.7,0.351,1.0
2023-01-03 08:35:00+00:00,2.8,93.0,1.8,0.9,0.0,0.0,0.0,997.0,55.0,0.7,270.0,1.7,0.351,1.0
2023-01-03 09:15:00+00:00,4.8,89.0,3.1,2.7,0.0,0.0,0.0,997.4,94.0,3.1,201.0,2.8,0.351,1.0
2023-01-03 09:35:00+00:00,4.8,89.0,3.1,2.7,0.0,0.0,0.0,997.4,94.0,3.1,201.0,2.8,0.351,1.0
2023-01-03 10:15:00+00:00,6.7,86.0,4.5,5.1,0.0,0.0,0.0,997.5,100.0,1.8,191.0,4.1,0.351,1.0
2023-01-03 10:35:00+00:00,6.7,86.0,4.5,5.1,0.0,0.0,0.0,997.5,100.0,1.8,191.0,4.1,0.351,1.0
2023-01-03 11:15:00+00:00,8.0,83.0,5.3,6.5,0.0,0.0,0.0,997.2,100.0,2.3,141.0,5.2,0.351,1.0
2023-01-03 11:35:00+00:00,8.0,83.0,5.3,6.5,0.0,0.0,0.0,997.2,100.0,2.3,141.0,5.2,0.351,1.0
2023-01-03 12:15:00+00:00,7.6,84.0,5.1,6.0,0.0,0.0,0.0,996.9,100.0,3.1,69.0,1.6,0.35,1.0
2023-01-03 12:35:00+00:00,7.6,84.0,5.1,6.0,0.0,0.0,0.0,996.9,100.0,3.1,69.0,1.6,0.35,1.0
2023-01-03 13:15:00+00:00,7.4,84.0,4.9,5.1,0.0,0.0,0.0,996.8,100.0,7.1,15.0,3.2,0.35,1.0
2023-01-03 13:35:00+00:00,7.4,84.0,4.9,5.1,0.0,0.0,0.0,996.8,100.0,7.1,15.0,3.2,0.35,1.0
2023-01-03 14:15:00+00:00,6.4,87.0,4.3,4.3,0.0,0.0,0.0,996.6,96.0,4.9,36.0,3.8,0.35,1.0
2023-01-03 14:35:00+00:00,6.4,87.0,4.3,4.3,0.0,0.0,0.0,996.6,96.0,4.9,36.0,3.8,0.35,1.0
2023-01-03 15:15:00+00:00,5.3,90.0,3.8,3.1,0.0,0.0,0.0,996.8,100.0,4.6,18.0,3.8,0.351,1.0
2023-01-03 15:35:00+00:00,5.3,90.0,3.8,3.1,0.0,0.0,0.0,996.8,100.0,4.6,18.0,3.8,0.351,1.0
2023-01-03 16:15:00+00:00,4.6,93.0,3.5,2.0,0.1,0.1,0.0,997.5,100.0,7.5,343.0,3.6,0.352,0.0
2023-01-03 16:35:00+00:00,4.6,93.0,3.5,2.0,0.1,0.1,0.0,997.5,100.0,7.5,343.0,3.6,0.352,0.0
2023-01-03 17:15:00+00:00,4.7,94.0,3.7,2.3,0.4,0.4,0.0,997.9,100.0,5.7,342.0,3.6,0.355,0.0
2023-01-03 17:35:00+00:00,4.7,94.0,3.7,2.3,0.4,0.4,0.0,997.9,100.0,5.7,342.0,3.6,0.355,0.0
2023-01-03 18:15:00+00:00,4.3,94.0,3.4,1.9,0.4,0.4,0.0,998.5,100.0,5.9,346.0,3.5,0.361,0.0
2023-01-03 18:35:00+00:00,4.3,94.0,3.4,1.9,0.4,0.4,0.0,998.5,100.0,5.9,346.0,3.5,0.361,0.0
2023-01-03 19:15:00+00:00,4.4,93.0,3.3,1.8,0.2,0.2,0.0,998.8,100.0,7.3,327.0,3.5,0.363,0.0
2023-01-03 19:35:00+00:00,4.4,93.0,3.3,1.8,0.2,0.2,0.0,998.8,100.0,7.3,327.0,3.5,0.363,0.0
2023-01-03 20:15:00+00:00,4.5,92.0,3.2,1.8,0.0,0.0,0.0,998.9,100.0,7.7,319.0,3.5,0.363,0.0
2023-01-03 20:35:00+00:00,4.5,92.0,3.2,1.8,0.0,0.0,0.0,998.9,100.0,7.7,319.0,3.5,0.363,0.0
2023-01-03 21:15:00+00:00,4.5,92.0,3.3,2.0,0.0,0.0,0.0,998.8,100.0,6.1,315.0,3.5,0.363,0.0
2023-01-03 21:35:00+00:00,4.5,92.0,3.3,2.0,0.0,0.0,0.0,998.8,100.0,6.1,315.0,3.5,0.363,0.0
2023-01-03 22:15:00+00:00,3.6,95.0,2.9,1.4,0.0,0.0,0.0,998.9,70.0,4.1,308.0,3.3,0.363,0.0
2023-01-03 22:35:00+00:00,3.6,95.0,2.9,1.4,0.0,0.0,0.0,998.9,70.0,4.1,308.0,3.3,0.363,0.0
2023-01-03 23:15:00+00:00,3.1,94.0,2.3,0.9,0.0,0.0,0.0,998.9,56.0,2.8,320.0,2.8,0.362,0.0
2023-01-03 23:35:00+00:00,3.1,94.0,2.3,0.9,0.0,0.0,0.0,998.9,56.0,2.8,320.0,2.8,0.362,0.0
2023-01-04 00:15:00+00:00,3.6,96.0,3.0,1.2,0.0,0.0,0.0,998.9,100.0,5.5,328.0,4.0,0.361,0.0
2023-01-04 00:35:00+00:00,3.6,96.0,3.0,1.2,0.0,0.0,0.0,998.9,100.0,5.5,328.0,4.0,0.361,0.0
2023-01-04 01:15:00+00:00,3.9,95.0,3.1,1.5,0.0,0.0,0.0,999.1,95.0,5.5,328.0,3.3,0.361,0.0
2023-01-04 01:35:00+00:00,3.9,95.0,3.1,1.5,0.0,0.0,0.0,999.1,95.0,5.5,328.0,3.3,0.361,0.0
2023-01-04 02:15:00+00:00,4.5,93.0,3.4,2.4,0.0,0.0,0.0,999.2,90.0,3.9,326.0,3.0,0.36,0.0
2023-01-04 02:35:00+00:00,4.5,93.0,3.4,2.4,0.0,0.0,0.0,999.2,90.0,3.9,326.0,3.0,0.36,0.0
2023-01-04 03:15:00+00:00,3.3,96.0,2.6,1.1,0.0,0.0,0.0,998.9,93.0,2.9,277.0,2.5,0.36,0.0
2023-01-04 03:35:00+00:00,3.3,96.0,2.6,1.1,0.0,0.0,0.0,998.9,93.0,2.9,277.0,2.5,0.36,0.0
2023-01-04 04:15:00+00:00,4.0,93.0,3.0,1.8,0.0,0.0,0.0,998.8,54.0,4.2,211.0,2.3,0.36,0.0
2023-01-04 04:35:00+00:00,4.0,93.0,3.0,1.8,0.0,0.0,0.0,998.8,54.0,4.2,211.0,2.3,0.36,0.0
2023-01-04 05:15:00+00:00,2.7,97.0,2.3,-0.1,0.0,0.0,0.0,998.5,86.0,7.2,183.0,2.1,0.36,0.0
2023-01-04 05:35:00+00:00,2.7,97.0,2.3,-0.1,0.0,0.0,0.0,998.5,86.0,7.2,183.0,2.1,0.36,0.0
2023-01-04 06:15:00+00:00,2.7,98.0,2.5,0.2,0.0,0.0,0.0,998.7,100.0,5.4,180.0,2.1,0.36,0.0
2023-01-04 06:35:00+00:00,2.7,98.0,2.5,0.2,0.0,0.0,0.0,998.7,100.0,5.4,180.0,2.1,0.36,0.0
2023-01-04 07:15:00+00:00,3.9,96.0,3.3,1.3,0.0,0.0,0.0,998.9,100.0,6.8,183.0,2.5,0.36,1.0
2023-01-04 07:35:00+00:00,3.9,96.0,3.3,1.3,0.0,0.0,0.0,998.9,100.0,6.8,183.0,2.5,0.36,1.0
2023-01-04 08:15:00+00:00,5.6,91.0,4.2,2.7,0.0,0.0,0.0,998.6,86.0,10.1,176.0,3.1,0.359,1.0
2023-01-04 08:35:00+00:00,5.6,91.0,4.2,2.7,0.0,0.0,0.0,998.6,86.0,10.1,176.0,3.1,0.359,1.0
2023-01-04 09:15:00+00:00,7.4,87.0,5.4,4.8,0.0,0.0,0.0,998.7,33.0,10.1,182.0,4.3,0.359,1.0
2023-01-04 09:35:00+00:00,7.4,87.0,5.4,4.8,0.0,0.0,0.0,998.7,33.0,10.1,182.0,4.3,0.359,1.0
2023-01-04 10:15:00+00:00,8.9,84.0,6.4,6.7,0.0,0.0,0.0,998.4,14.0,9.0,175.0,5.5,0.359,1.0
2023-01-04 10:35:00+00:00,8.9,84.0,6.4,6.7,0.0,0.0,0.0,998.4,14.0,9.0,175.0,5.5,0.359,1.0
2023-01-04 11:15:00+00:00,9.9,78.0,6.3,7.5,0.0,0.0,0.0,997.3,8.0,10.4,178.0,6.6,0.359,1.0
2023-01-04 11:35:00+00:00,9.9,78.0,6.3,7.5,0.0,0.0,0.0,997.3,8.0,10.4,178.0,6.6,0.359,1.0
2023-01-04 12:15:00+00:00,11.3,71.0,6.2,8.6,0.0,0.0,0.0,996.7,5.0,11.4,191.0,8.1,0.346,1.0
2023-01-04 12:35:00+00:00,11.3,71.0,6.2,8.6,0.0,0.0,0.0,996.7,5.0,11.4,191.0,8.1,0.346,1.0
2023-01-04 13:15:00+00:00,11.8,67.0,5.9,9.1,0.0,0.0,0.0,995.8,30.0,11.3,197.0,8.3,0.346,1.0
2023-01-04 13:35:00+00:00,11.8,67.0,5.9,9.1,0.0,0.0,0.0,995.8,30.0,11.3,197.0,8.3,0.346,1.0
2023-01-04 14:15:00+00:00,10.9,72.0,6.0,8.3,0.0,0.0,0.0,995.1,6.0,10.8,184.0,8.1,0.345,1.0
2023-01-04 14:35:00+00:00,10.9,72.0,6.0,8.3,0.0,0.0,0.0,995.1,6.0,10.8,184.0,8.1,0.345,1.0
2023-01-04 15:15:00+00:00,9.1,78.0,5.4,6.4,0.0,0.0,0.0,994.6,12.0,10.1,176.0,7.4,0.345,1.0
2023-01-04 15:35:00+00:00,9.1,78.0,5.4,6.4,0.0,0.0,0.0,994.6,12.0,10.1,176.0,7.4,0.345,1.0
2023-01-04 16:15:00+00:00,7.3,84.0,4.8,4.7,0.0,0.0,0.0,994.1,43.0,9.1,187.0,6.4,0.345,0.0
2023-01-04 16:35:00+00:00,7.3,84.0,4.8,4.7,0.0,0.0,0.0,994.1,43.0,9.1,187.0,6.4,0.345,0.0
2023-01-04 17:15:00+00:00,6.0,89.0,4.3,3.6,0.0,0.0,0.0,993.6,43.0,6.6,209.0,5.6,0.345,0.0
2023-01-04 17:35:00+00:00,6.0,89.0,4.3,3.6,0.0,0.0,0.0,993.6,43.0,6.6,209.0,5.6,0.345,0.0
2023-01-04 18:15:00+00:00,4.3,94.0,3.5,1.8,0.0,0.0,0.0,993.0,86.0,6.9,223.0,4.8,0.345,0.0
2023-01-04 18:35:00+00:00,4.3,94.0,3.5,1.8,0.0,0.0,0.0,993.0,86.0,6.9,223.0,4.8,0.345,0.0
2023-01-04 19:15:00+00:00,4.6,94.0,3.8,2.4,0.0,0.0,0.0,992.6,30.0,5.4,217.0,4.3,0.345,0.0
2023-01-04 19:35:00+00:00,4.6,94.0,3.8,2.4,0.0,0.0,0.0,992.6,30.0,5.4,217.0,4.3,0.345,0.0
2023-01-04 20:15:00+00:00,2.7,97.0,2.3,-0.2,0.0,0.0,0.0,991.6,50.0,7.9,231.0,3.6,0.345,0.0
2023-01-04 20:35:00+00:00,2.7,97.0,2.3,-0.2,0.0,0.0,0.0,991.6,50.0,7.9,231.0,3.6,0.345,0.0
2023-01-04 21:15:00+00:00,2.4,97.0,1.9,0.0,0.0,0.0,0.0,991.1,32.0,3.9,248.0,3.0,0.345,0.0
2023-01-04 21:35:00+00:00,2.4,97.0,1.9,0.0,0.0,0.0,0.0,991.1,32.0,3.9,248.0,3.0,0.345,0.0
2023-01-04 22:15:00+00:00,0.7,99.0,0.5,-2.6,0.0,0.0,0.0,990.1,40.0,8.1,225.0,2.5,0.345,0.0
